"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,250710,2019000160884,10681.2,2019002507101,10209,1,3,7894.8,0,0,1,4,6,6,610,0,0,1,11,0,0,999999,0,0
2019,201901,251020,2019000194078,11145.6,2019002510201,70009,1,1,11300.4,0,0,1,62,1,1,100,0,0,6,63,3,30,9000,1,11
2019,201901,251020,2019000194078,11145.6,2019002510201,70009,1,2,8514.0,0,0,2,62,1,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,251174,2019000210576,12384.0,2019002511741,10109,1,1,12229.2,0,0,2,39,4,1,100,0,0,10,101,1,10,225000,1,11
2019,201901,251329,2019000224624,10371.6,2019002513291,90309,1,1,10526.4,1,0,2,49,4,1,100,2,200,10,101,1,10,85000,1,11
2019,201901,251329,2019000224624,10371.6,2019002513291,90309,1,2,10062.0,1,0,1,36,6,1,100,2,200,6,61,3,30,0,1,11
2019,201901,251329,2019000224624,10371.6,2019002513291,90309,1,3,14860.8,0,0,2,14,6,1,100,2,200,2,25,0,0,999999,0,0
2019,201901,251329,2019000224624,10371.6,2019002513291,90309,1,4,26006.4,0,0,2,73,4,1,100,2,200,6,61,3,30,0,1,11
2019,201901,251794,2019000269172,4953.6,2019002517941,10109,1,1,4953.6,3,0,1,59,1,1,100,0,0,10,101,1,10,210000,1,11
2019,201901,251794,2019000269172,4953.6,2019002517941,10109,1,2,4644.0,3,0,2,41,1,1,100,1,100,11,114,1,10,6000,1,11
2019,201901,251794,2019000269172,4953.6,2019002517941,10109,1,3,5108.4,0,0,1,9,6,1,100,1,100,1,15,0,0,999999,0,0
2019,201901,251794,2019000269172,4953.6,2019002517941,10109,1,4,4953.6,0,0,1,7,6,1,100,1,100,1,12,0,0,999999,0,0
2019,201901,251794,2019000269172,4953.6,2019002517941,10109,1,5,4798.8,0,0,2,6,6,1,100,1,100,1,11,0,0,999999,0,0
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,1,19659.6,4,0,2,46,1,1,100,0,0,10,101,1,10,140000,1,11
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,2,15634.8,4,0,1,53,1,1,100,0,0,10,101,1,10,148000,1,11
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,3,18730.8,0,0,2,14,6,1,100,0,0,2,26,0,0,999999,0,0
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,4,18730.8,0,0,2,13,6,1,100,0,0,2,26,0,0,999999,0,0
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,5,19040.4,0,0,1,11,6,1,100,0,0,1,17,0,0,999999,0,0
2019,201901,252103,2019000302122,19504.8,2019002521031,30009,1,6,19040.4,0,0,2,9,6,1,100,0,0,1,17,0,0,999999,0,0
2019,201901,252258,2019000316197,9442.8,2019002522581,10509,1,1,9442.8,0,0,2,35,1,1,100,0,0,11,114,1,10,65000,1,11
2019,201901,252258,2019000316197,9442.8,2019002522581,10509,1,2,8049.6,0,0,1,37,1,1,100,0,0,10,101,1,10,62000,1,11
2019,201901,252413,2019000330323,9597.6,2019002524131,30009,1,1,9597.6,2,0,2,49,1,1,100,0,0,11,114,1,10,93000,1,11
2019,201901,252413,2019000330323,9597.6,2019002524131,30009,1,2,11145.6,2,0,1,48,1,1,100,0,0,6,64,3,30,1400,1,11
2019,201901,252413,2019000330323,9597.6,2019002524131,30009,1,3,11610.0,0,0,1,15,6,1,100,0,0,3,30,0,0,999999,0,0
2019,201901,252413,2019000330323,9597.6,2019002524131,30009,1,4,9288.0,0,0,1,12,6,1,100,0,0,2,23,0,0,999999,0,0
2019,201901,252568,2019000346218,26316.0,2019002525681,10509,1,1,26316.0,0,0,2,25,6,6,666,0,0,10,101,1,10,66000,1,11
2019,201901,252877,2019000373518,28173.6,2019002528771,30509,1,1,28328.4,3,0,1,50,1,7,700,2,200,6,63,1,10,26500,1,11
2019,201901,252877,2019000373518,28173.6,2019002528771,30509,1,2,25696.8,3,0,2,49,1,7,700,2,200,6,63,1,10,38400,1,11
2019,201901,252877,2019000373518,28173.6,2019002528771,30509,1,3,42260.4,0,0,1,24,6,7,700,2,200,10,101,1,10,20000,1,11
2019,201901,252877,2019000373518,28173.6,2019002528771,30509,1,4,42105.6,0,0,1,21,6,7,700,2,200,6,63,1,10,12000,1,11
2019,201901,252877,2019000373518,28173.6,2019002528771,30509,1,5,46440.0,0,0,2,20,6,7,700,2,200,6,63,1,10,12500,1,11
2019,201901,253187,2019000403133,8823.6,2019002531871,110109,1,1,8823.6,1,0,2,56,1,1,100,0,0,8,81,1,10,45000,1,11
2019,201901,253187,2019000403133,8823.6,2019002531871,110109,1,2,8359.2,1,0,1,56,1,1,100,0,0,6,63,1,10,45000,2,20
2019,201901,253187,2019000403133,8823.6,2019002531871,110109,1,3,10062.0,0,0,1,19,6,1,100,0,0,7,71,1,10,5000,1,11
2019,201901,253496,2019000435214,6192.0,2019002534961,110009,1,1,6192.0,2,0,2,37,1,1,100,0,0,6,65,1,10,40000,1,11
2019,201901,253496,2019000435214,6192.0,2019002534961,110009,1,2,5418.0,2,0,1,51,1,1,100,0,0,6,63,1,10,40000,1,11
2019,201901,253496,2019000435214,6192.0,2019002534961,110009,1,3,5727.6,0,0,1,18,6,1,100,0,0,6,63,1,10,14600,1,11
2019,201901,253496,2019000435214,6192.0,2019002534961,110009,1,4,4644.0,0,0,1,6,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,253496,2019000435214,6192.0,2019002534961,110009,1,5,7894.8,0,0,1,0,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,253651,2019000449095,17802.0,2019002536511,10009,1,1,17956.8,0,0,1,36,6,1,100,0,0,11,114,1,10,14000,1,11
2019,201901,253806,2019000464406,8359.2,2019002538061,10209,1,1,8359.2,0,0,2,64,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,253806,2019000464406,8359.2,2019002538061,10209,1,2,8514.0,0,0,1,72,1,1,100,0,0,10,101,3,30,0,1,11
2019,201901,253961,2019000480238,8514.0,2019002539611,130009,1,1,8514.0,1,0,1,44,1,1,100,0,0,10,101,1,10,250000,1,11
2019,201901,253961,2019000480238,8514.0,2019002539611,130009,1,2,7120.8,1,0,2,44,1,1,100,0,0,11,116,1,10,52000,1,11
2019,201901,253961,2019000480238,8514.0,2019002539611,130009,1,3,9133.2,0,0,1,8,6,1,100,0,0,1,15,0,0,999999,0,0
2019,201901,254116,2019000495809,18885.6,2019002541161,90309,1,1,18885.6,0,0,2,55,5,1,100,0,0,10,101,1,12,209000,1,11
2019,201901,254116,2019000495809,18885.6,2019002541161,90309,1,2,25696.8,0,0,2,54,4,1,100,0,0,8,81,1,10,10000,1,11
2019,201901,254270,2019000510830,9597.6,2019002542701,10009,1,1,9597.6,0,0,1,61,4,1,100,0,0,11,114,1,10,305000,1,11
2019,201901,254580,2019000542507,5108.4,2019002545801,110009,1,1,5263.2,0,0,1,54,1,1,100,0,0,6,64,1,10,60000,1,11
2019,201901,254580,2019000542507,5108.4,2019002545801,110009,1,2,5727.6,0,0,2,50,1,1,100,0,0,6,65,1,10,85000,1,11
2019,201901,254580,2019000542507,5108.4,2019002545801,110009,1,3,4179.6,0,0,1,25,6,1,100,0,0,6,63,1,10,40000,1,11
2019,201901,254735,2019000556191,29876.4,2019002547351,30409,1,1,29876.4,0,0,1,63,1,1,100,0,0,7,71,1,10,65000,1,11
2019,201901,254735,2019000556191,29876.4,2019002547351,30409,1,2,31114.8,0,0,2,62,1,1,100,0,0,6,64,1,10,60000,1,11
2019,201901,254890,2019000569855,9442.8,2019002548901,30209,1,1,9442.8,0,0,1,24,6,1,100,0,0,11,114,1,10,85000,1,11
2019,201901,255044,2019000585223,10371.6,2019002550441,130009,1,1,10371.6,0,0,2,32,6,1,100,0,0,7,71,1,10,68000,2,20
2019,201901,255044,2019000585223,10371.6,2019002550441,130009,1,2,14086.8,0,0,1,34,6,1,100,0,0,6,65,1,10,54000,1,11
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,1,13622.4,4,2,1,39,1,6,610,0,0,7,71,1,10,58000,1,11
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,2,8823.6,4,2,2,37,1,6,610,0,0,8,81,1,10,60000,1,11
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,3,10681.2,0,0,1,9,6,6,610,0,0,1,16,0,0,999999,0,0
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,4,10990.8,0,0,2,7,6,6,610,0,0,1,14,0,0,999999,0,0
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,5,12229.2,0,0,1,4,6,6,610,0,0,0,2,0,0,999999,0,0
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,6,8823.6,0,0,2,2,6,6,610,0,0,0,1,0,0,999999,0,0
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,7,9752.4,1,0,1,72,1,6,610,0,0,2,26,3,30,0,1,11
2019,201901,255199,2019000600061,13622.4,2019002551991,30609,1,8,8978.4,1,0,2,70,1,6,610,0,0,10,101,3,30,0,1,11
2019,201901,255354,2019000614705,9752.4,2019002553541,110009,1,1,9752.4,0,0,1,67,1,1,100,0,0,6,65,3,30,0,1,13
2019,201901,255354,2019000614705,9752.4,2019002553541,110009,1,2,8978.4,0,0,2,61,1,1,100,0,0,6,63,1,10,42200,1,11
2019,201901,255664,2019000646122,20743.2,2019002556641,30209,1,1,20743.2,0,0,2,59,6,7,700,2,200,6,63,1,10,14500,1,11
2019,201901,255664,2019000646122,20743.2,2019002556641,30209,1,2,25232.4,0,0,1,55,6,7,700,2,200,4,40,3,30,0,1,11
2019,201901,255664,2019000646122,20743.2,2019002556641,30209,1,3,31424.4,0,0,2,16,6,7,700,2,200,4,40,3,30,2400,0,0
2019,201901,255818,2019000663028,10526.4,2019002558181,30209,1,1,10371.6,1,0,1,57,6,2,200,2,200,6,64,1,10,9600,1,11
2019,201901,255818,2019000663028,10526.4,2019002558181,30209,1,2,14241.6,0,0,2,15,6,2,200,2,200,4,40,0,0,999999,0,0
2019,201901,255973,2019000677627,10681.2,2019002559731,10209,1,1,10836.0,3,0,2,45,1,1,100,0,0,6,63,1,10,18000,1,11
2019,201901,255973,2019000677627,10681.2,2019002559731,10209,1,2,12229.2,3,0,1,49,1,1,100,0,0,7,71,1,10,178000,1,11
2019,201901,255973,2019000677627,10681.2,2019002559731,10209,1,3,10371.6,0,0,2,15,6,1,100,0,0,2,26,0,0,999999,0,0
2019,201901,255973,2019000677627,10681.2,2019002559731,10209,1,4,11764.8,0,0,2,13,6,1,100,0,0,2,25,0,0,999999,0,0
2019,201901,255973,2019000677627,10681.2,2019002559731,10209,1,5,11919.6,0,0,1,11,6,1,100,0,0,2,22,0,0,999999,0,0
2019,201901,256128,2019000693170,58824.0,2019002561281,30309,1,1,58824.0,0,0,1,22,6,1,100,1,100,6,65,1,10,13000,1,11
2019,201901,256128,2019000693170,58824.0,2019002561281,30309,1,2,46904.4,1,0,2,52,1,1,100,1,100,10,101,1,10,0,1,11
2019,201901,256128,2019000693170,58824.0,2019002561281,30309,1,3,52322.4,1,0,1,50,1,1,100,0,0,10,101,1,10,108000,1,11
2019,201901,256438,2019000722202,13777.2,2019002564381,30309,1,1,13777.2,0,0,1,54,1,1,100,1,100,11,114,1,10,135000,1,11
2019,201901,256438,2019000722202,13777.2,2019002564381,30309,1,2,9597.6,0,0,2,55,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,256592,2019000738114,19195.2,2019002565921,90409,1,1,19195.2,0,0,1,30,6,1,100,0,0,10,101,3,30,0,1,11
2019,201901,256592,2019000738114,19195.2,2019002565921,90409,1,2,15325.2,0,0,2,29,6,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,256902,2019000766029,20898.0,2019002569021,90409,1,1,21052.8,3,0,2,37,1,6,669,0,0,10,101,3,30,0,1,11
2019,201901,256902,2019000766029,20898.0,2019002569021,90409,1,2,10990.8,3,0,1,39,1,6,669,0,0,11,114,1,10,300000,1,11
2019,201901,256902,2019000766029,20898.0,2019002569021,90409,1,3,12074.4,0,0,1,11,6,6,669,0,0,1,17,0,0,999999,0,0
2019,201901,256902,2019000766029,20898.0,2019002569021,90409,1,4,13003.2,0,0,2,7,6,6,669,0,0,1,14,0,0,999999,0,0
2019,201901,256902,2019000766029,20898.0,2019002569021,90409,1,5,13003.2,0,0,2,6,6,6,669,0,0,1,11,0,0,999999,0,0
2019,201901,257057,2019000781050,55728.0,2019002570571,10309,1,1,55728.0,0,0,1,52,1,1,100,0,0,11,114,1,10,200000,1,11
2019,201901,257057,2019000781050,55728.0,2019002570571,10309,1,2,52786.8,0,0,2,52,1,1,100,0,0,6,63,1,10,7700,1,11
2019,201901,257057,2019000781050,55728.0,2019002570571,10309,1,3,65325.6,1,0,2,84,5,1,100,0,0,6,63,3,30,0,1,11
2019,201901,257366,2019000810325,9288.0,2019002573661,30309,1,1,9133.2,1,1,1,31,1,1,100,0,0,10,101,1,10,92000,1,11
2019,201901,257366,2019000810325,9288.0,2019002573661,30309,1,2,8668.8,1,1,2,31,1,1,100,0,0,11,115,1,10,76000,1,11
2019,201901,257366,2019000810325,9288.0,2019002573661,30309,1,3,13003.2,0,0,2,1,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,257521,2019000825216,14396.4,2019002575211,90609,1,1,14396.4,1,0,2,57,4,1,100,0,0,11,114,1,10,180000,1,11
2019,201901,257521,2019000825216,14396.4,2019002575211,90609,1,2,14241.6,0,0,1,24,6,1,100,0,0,7,71,2,20,12600,1,11
2019,201901,257676,2019000839231,19659.6,2019002576761,30609,1,1,19659.6,2,1,2,40,1,1,100,0,0,10,101,1,10,2000,1,11
2019,201901,257676,2019000839231,19659.6,2019002576761,30609,1,2,23684.4,2,1,1,45,1,1,100,0,0,10,101,1,10,150000,1,11
2019,201901,257676,2019000839231,19659.6,2019002576761,30609,1,3,20433.6,0,0,2,6,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,257676,2019000839231,19659.6,2019002576761,30609,1,4,22910.4,0,0,1,4,6,1,100,0,0,0,2,0,0,999999,0,0
2019,201901,257831,2019000854003,28328.4,2019002578311,90109,1,1,28328.4,2,1,1,25,1,7,700,2,200,6,63,1,10,61000,1,11
2019,201901,257831,2019000854003,28328.4,2019002578311,90109,1,2,29257.2,2,1,2,26,1,1,100,2,200,3,30,2,20,45300,1,11
2019,201901,257831,2019000854003,28328.4,2019002578311,90109,1,3,35758.8,0,0,1,2,6,7,700,2,200,0,1,0,0,999999,0,0
2019,201901,257831,2019000854003,28328.4,2019002578311,90109,1,4,25542.0,0,0,1,5,6,8,845,2,200,1,11,0,0,999999,0,0
2019,201901,257986,2019000868715,6037.2,2019002579861,110009,1,1,6037.2,1,0,2,70,4,1,100,0,0,7,71,1,10,46000,1,11
2019,201901,257986,2019000868715,6037.2,2019002579861,110009,1,2,6037.2,0,0,1,35,6,1,100,0,0,8,81,1,10,0,1,11
2019,201901,258140,2019000885011,10836.0,2019002581401,10309,1,1,10836.0,1,0,1,54,1,1,100,4,423,8,81,1,10,80000,1,11
2019,201901,258140,2019000885011,10836.0,2019002581401,10309,1,2,10062.0,1,0,2,46,1,1,100,4,423,6,65,3,30,0,1,11
2019,201901,258140,2019000885011,10836.0,2019002581401,10309,1,3,6501.6,0,0,1,17,6,1,100,4,423,5,50,2,20,500,1,11
2019,201901,258295,2019000900445,50464.8,2019002582951,70009,1,1,50464.8,0,0,1,66,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,258295,2019000900445,50464.8,2019002582951,70009,1,2,61765.2,0,0,2,65,1,1,100,0,0,6,63,1,10,60000,1,11
2019,201901,258450,2019000912784,9752.4,2019002584501,30209,1,1,9752.4,0,0,1,43,2,4,410,0,0,11,114,1,10,172000,1,11
2019,201901,258605,2019000927920,14551.2,2019002586051,150009,1,1,14551.2,0,0,2,65,1,1,100,0,0,6,63,1,10,39200,1,11
2019,201901,258605,2019000927920,14551.2,2019002586051,150009,1,2,12538.8,0,0,1,64,1,1,100,0,0,6,63,1,10,17900,1,11
2019,201901,258760,2019000941190,7585.2,2019002587601,30509,1,1,7430.4,0,0,1,62,1,1,100,0,0,6,65,1,10,80000,1,11
2019,201901,258760,2019000941190,7585.2,2019002587601,30509,1,2,7894.8,0,0,2,63,1,1,100,0,0,6,65,1,10,38000,1,11
2019,201901,259069,2019000970317,12229.2,2019002590691,30309,1,1,12229.2,0,0,2,24,6,1,100,0,0,10,101,1,10,18000,1,11
2019,201901,259069,2019000970317,12229.2,2019002590691,30309,1,2,22291.2,0,0,2,23,6,5,500,0,0,10,101,1,10,40000,1,11
2019,201901,259224,2019000985566,30031.2,2019002592241,10009,1,1,30031.2,2,0,1,53,1,4,400,0,0,11,114,1,10,200000,1,11
2019,201901,259224,2019000985566,30031.2,2019002592241,10009,1,2,23529.6,2,0,2,50,1,4,400,0,0,8,81,3,30,0,1,11
2019,201901,259224,2019000985566,30031.2,2019002592241,10009,1,3,25232.4,0,0,1,25,6,4,400,0,0,11,114,1,10,90000,1,11
2019,201901,259224,2019000985566,30031.2,2019002592241,10009,1,4,22136.4,0,0,2,12,6,4,400,0,0,2,25,0,0,999999,0,0
2019,201901,259224,2019000985566,30031.2,2019002592241,10009,1,5,16254.0,1,0,2,77,5,4,400,0,0,4,40,3,30,0,1,11
2019,201901,259379,2019000998901,8204.4,2019002593791,10109,1,1,8204.4,0,0,2,77,4,1,100,0,0,10,101,1,10,0,1,11
2019,201901,259379,2019000998901,8204.4,2019002593791,10109,1,2,6346.8,0,0,1,50,4,2,200,0,0,0,2,1,10,0,1,11
2019,201901,259688,2019001030559,14860.8,2019002596881,110009,1,1,14860.8,0,0,1,54,1,1,100,0,0,6,65,1,10,62000,1,11
2019,201901,259688,2019001030559,14860.8,2019002596881,110009,1,2,14551.2,0,0,2,55,1,1,100,0,0,6,63,1,10,65000,1,11
2019,201901,259843,2019001045085,43653.6,2019002598431,90609,1,1,43653.6,0,0,1,80,4,1,100,0,0,11,116,1,10,717000,1,11
2019,201901,259843,2019001045085,43653.6,2019002598431,90609,1,2,47833.2,0,0,2,64,4,1,100,0,0,6,63,1,10,40000,1,11
2019,201901,259998,2019001062398,10062.0,2019002599981,30609,1,1,10062.0,0,0,2,52,1,1,100,0,0,10,101,1,10,79000,1,11
2019,201901,259998,2019001062398,10062.0,2019002599981,30609,1,2,8204.4,0,0,1,51,1,1,100,0,0,11,114,1,10,140000,1,11
2019,201901,260462,2019001104188,8359.2,2019002604621,10209,1,1,8359.2,0,0,2,29,1,1,100,0,0,10,101,1,10,90000,1,11
2019,201901,260462,2019001104188,8359.2,2019002604621,10209,1,2,8668.8,0,0,1,31,1,1,100,0,0,10,101,1,10,168000,1,11
2019,201901,260617,2019001119408,12229.2,2019002606171,90009,1,1,12074.4,0,0,1,57,1,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,260617,2019001119408,12229.2,2019002606171,90009,1,2,9442.8,0,0,2,58,1,1,100,0,0,6,63,3,30,0,1,11
2019,201901,260772,2019001136355,11919.6,2019002607721,10509,1,1,11919.6,0,0,2,31,1,1,100,0,0,11,114,1,10,72000,1,11
2019,201901,260772,2019001136355,11919.6,2019002607721,10509,1,2,18885.6,0,0,1,28,1,1,100,0,0,10,101,1,10,76000,1,11
2019,201901,260927,2019001152212,28173.6,2019002609271,10409,1,1,28173.6,0,0,1,52,5,7,700,2,200,6,65,1,10,52000,1,11
2019,201901,261236,2019001186164,14860.8,2019002612361,90209,1,1,14706.0,0,0,2,30,6,4,400,0,0,11,114,1,10,68000,1,11
2019,201901,261236,2019001186164,14860.8,2019002612361,90209,1,2,45356.4,1,0,2,55,5,4,400,0,0,10,101,1,10,20000,1,11
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,1,30805.2,5,2,1,31,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,2,24922.8,5,2,2,29,1,1,100,0,0,6,63,3,30,0,1,11
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,3,45820.8,0,0,2,12,6,1,100,0,0,2,22,0,0,999999,0,0
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,4,47678.4,0,0,1,10,6,1,100,0,0,1,17,0,0,999999,0,0
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,5,47678.4,0,0,1,7,6,1,100,0,0,1,12,0,0,999999,0,0
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,6,45046.8,0,0,1,2,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,261391,2019001202562,30805.2,2019002613911,90409,1,7,45046.8,0,0,1,0,6,1,100,0,0,0,1,0,0,999999,0,0
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,1,14551.2,4,0,1,41,1,1,100,2,200,8,81,1,10,60000,1,13
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,2,10216.8,4,0,2,37,1,1,100,2,200,6,65,1,10,5000,1,11
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,3,18266.4,0,0,2,17,6,1,100,2,200,4,40,3,30,0,1,11
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,4,15480.0,0,0,2,14,6,1,100,2,200,2,25,0,0,999999,0,0
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,5,15480.0,0,0,2,10,6,1,100,2,200,1,16,0,0,999999,0,0
2019,201901,261546,2019001216117,14551.2,2019002615461,50009,1,6,15634.8,0,0,2,7,6,1,100,2,200,1,15,0,0,999999,0,0
2019,201901,261701,2019001230463,13003.2,2019002617011,10009,1,1,13003.2,0,0,1,53,1,1,100,0,0,10,101,1,10,115000,1,11
2019,201901,261701,2019001230463,13003.2,2019002617011,10009,1,2,12538.8,0,0,2,52,1,1,100,0,0,11,114,1,10,10000,1,11
2019,201901,261856,2019001244611,16099.2,2019002618561,110009,1,1,16099.2,0,0,1,29,6,1,100,0,0,8,81,1,10,0,2,20
2019,201901,262010,2019001261184,17956.8,2019002620101,30009,1,1,17956.8,0,0,2,45,6,1,100,0,0,11,114,1,10,75000,1,11
2019,201901,262630,2019001326505,17028.0,2019002626301,90509,1,1,17182.8,2,0,2,44,1,1,100,0,0,11,115,1,10,58000,1,11
2019,201901,262630,2019001326505,17028.0,2019002626301,90509,1,2,16099.2,2,0,1,47,1,1,100,0,0,11,116,1,10,717000,1,11
2019,201901,262630,2019001326505,17028.0,2019002626301,90509,1,3,16254.0,0,0,1,12,6,1,100,0,0,2,23,0,0,999999,0,0
2019,201901,262630,2019001326505,17028.0,2019002626301,90509,1,4,16099.2,0,0,1,10,6,1,100,0,0,1,17,0,0,999999,0,0
2019,201901,262784,2019001340222,14706.0,2019002627841,150009,1,1,14551.2,0,0,1,49,4,1,100,0,0,8,81,1,10,74000,1,11
2019,201901,263249,2019001386324,14241.6,2019002632491,30409,1,1,14241.6,1,0,2,60,1,1,100,0,0,11,114,1,10,130000,1,11
2019,201901,263249,2019001386324,14241.6,2019002632491,30409,1,2,14241.6,1,0,1,61,1,1,100,0,0,8,81,1,10,114000,1,11
2019,201901,263249,2019001386324,14241.6,2019002632491,30409,1,3,21052.8,0,0,2,22,6,1,100,0,0,11,114,1,10,22000,1,11
2019,201901,263404,2019001401642,19969.2,2019002634041,90209,1,1,20124.0,0,0,1,59,5,1,100,0,0,10,101,1,10,70000,1,11
2019,201901,263404,2019001401642,19969.2,2019002634041,90209,1,2,21362.4,0,0,2,58,4,6,600,0,0,6,63,1,10,35000,1,11
2019,201901,264023,2019000075479,3715.2,2019002640231,20010,1,1,3715.2,0,0,2,43,1,1,100,0,0,6,65,1,10,46000,1,11
2019,201901,264023,2019000075479,3715.2,2019002640231,20010,1,2,4644.0,0,0,1,48,1,1,100,0,0,6,65,3,30,0,1,11
2019,201901,264797,2019000348887,3250.8,2019002647971,30010,1,1,3250.8,0,0,1,36,6,1,100,0,0,11,114,1,10,48000,1,11
2019,201901,264952,2019000410758,11145.6,2019002649521,10210,1,1,10990.8,0,0,1,63,1,1,100,0,0,10,101,1,10,165000,1,11
2019,201901,264952,2019000410758,11145.6,2019002649521,10210,1,2,8668.8,0,0,2,61,1,1,100,0,0,10,101,3,30,0,1,11
2019,201901,265106,2019000462454,12074.4,2019002651061,10410,1,1,12074.4,0,0,1,56,4,1,100,1,100,10,101,1,10,82000,2,20
2019,201901,265261,2019000516826,30650.4,2019002652611,10110,1,1,30650.4,1,0,1,60,1,1,100,0,0,6,65,1,10,50000,1,11
2019,201901,265261,2019000516826,30650.4,2019002652611,10110,1,2,25851.6,1,0,2,61,1,1,100,0,0,6,65,1,10,50000,1,11
2019,201901,265261,2019000516826,30650.4,2019002652611,10110,1,3,31888.8,0,0,1,27,6,1,100,0,0,11,115,2,20,0,1,11
2019,201901,265726,2019000691416,3096.0,2019002657261,20010,1,1,2941.2,2,0,2,51,2,1,100,0,0,7,71,3,30,22000,1,11
2019,201901,265726,2019000691416,3096.0,2019002657261,20010,1,2,7275.6,0,0,1,24,6,1,100,0,0,6,63,2,20,0,1,11
2019,201901,265726,2019000691416,3096.0,2019002657261,20010,1,3,7120.8,0,0,2,18,6,8,801,0,0,6,61,1,10,5000,1,11
2019,201901,266654,2019001031383,5882.4,2019002666541,10210,1,1,5727.6,0,0,1,52,6,1,100,0,0,10,101,1,10,136000,1,11
2019,201901,266809,2019001088979,6811.2,2019002668091,10310,1,1,6811.2,0,0,2,42,4,1,100,0,0,7,71,1,10,128000,2,20
2019,201901,266964,2019001132293,7430.4,2019002669641,10210,1,1,7430.4,1,0,1,57,1,1,100,0,0,10,101,1,10,95000,1,11
2019,201901,266964,2019001132293,7430.4,2019002669641,10210,1,2,5727.6,1,0,2,57,1,1,100,0,0,10,101,1,10,75000,1,11
2019,201901,266964,2019001132293,7430.4,2019002669641,10210,1,3,6192.0,0,0,2,20,6,1,100,0,0,7,71,1,10,5000,1,11
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,1,17028.0,4,0,2,42,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,2,26316.0,4,0,1,44,1,1,100,0,0,10,101,1,10,55000,1,11
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,3,21672.0,0,0,1,14,6,1,100,0,0,2,26,0,0,999999,0,0
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,4,21826.8,0,0,1,12,6,1,100,0,0,2,23,0,0,999999,0,0
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,5,21672.0,0,0,1,8,6,1,100,0,0,1,16,0,0,999999,0,0
2019,201901,267119,2019001192070,17028.0,2019002671191,30010,1,6,21826.8,0,0,1,7,6,1,100,0,0,1,14,0,0,999999,0,0
2019,201901,267274,2019001243145,6811.2,2019002672741,20010,1,1,6656.4,1,0,1,49,1,2,200,0,0,6,63,1,10,29800,1,11
2019,201901,267274,2019001243145,6811.2,2019002672741,20010,1,2,4489.2,1,0,2,46,1,2,200,0,0,7,71,1,10,32800,1,13
2019,201901,267274,2019001243145,6811.2,2019002672741,20010,1,3,5263.2,0,0,2,12,6,2,200,0,0,2,23,0,0,999999,0,0
2019,201901,267274,2019001243145,6811.2,2019002672741,20010,1,4,5263.2,1,0,2,71,4,2,200,0,0,6,63,3,30,0,1,11
2019,201901,267583,2019001362557,12074.4,2019002675831,10210,1,1,12074.4,1,0,1,63,1,1,100,0,0,10,101,1,10,125000,1,11
